time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
0.500,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
1.000,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
1.500,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
2.000,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
2.500,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
3.000,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
3.500,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
4.000,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
4.500,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,0.000000e+00,6.549149e+07,5.289167e+07
5.000,charge,0.000000000,0.032745744,0.026445836,1.800000000,0.000000000,4.998640e+08,6.549149e+07,5.289167e+07
5.500,charge,0.249932000,0.032745744,0.026445836,1.800001000,0.000288000,4.998260e+08,5.920062e+07,3.341198e+08
6.000,charge,0.499845000,0.279532310,0.416991879,1.799993000,0.005233000,4.996920e+08,5.252161e+07,5.838570e+08
6.500,charge,0.749691000,0.526105805,0.791773521,1.796378000,0.087123000,4.557400e+08,3.960623e+07,4.686528e+08
7.000,reset,0.977561000,0.769494113,0.984017423,0.000293000,1.762724000,6.116800e+07,-1.113617e+07,6.733448e+06
7.500,reset,1.008145000,0.971992916,0.980927724,0.000123000,1.773586000,-7.541400e+07,-1.280156e+07,1.146513e+07
8.000,reset,0.970438000,1.001744220,1.013877566,0.000268000,1.761927000,-7.223000e+07,-1.088966e+07,6.839533e+06
8.500,reset,0.934323000,0.964993172,0.973857767,0.000692000,1.742574000,-7.061800e+07,-8.389586e+06,-3.422798e+06
9.000,reset,0.899014000,0.930128207,0.932611601,0.001285000,1.718838000,-6.676400e+07,-5.552460e+06,-1.681947e+07
9.500,reset,0.865632000,0.896237770,0.890604264,0.003251000,1.674907000,-6.240600e+07,-1.148951e+06,-4.071467e+07
10.000,reset,0.834429000,0.865057525,0.845274666,0.008960000,1.594035000,-5.294800e+07,6.088441e+06,-7.597459e+07
10.500,reset,0.807955000,0.837473221,0.796441704,0.077106000,1.267858000,-1.119800e+07,3.040120e+07,4.812840e+07
11.000,decay,0.802356000,0.823155599,0.832019202,1.763241000,0.271897000,-2.178000e+06,2.459992e+07,-2.062162e+06
11.500,decay,0.801267000,0.814655959,0.801324919,1.767241000,0.257700000,-1.980000e+06,2.560189e+07,-1.920086e+06
12.000,decay,0.800277000,0.814067943,0.800306957,1.770483000,0.246369000,-1.792000e+06,2.640200e+07,-1.806459e+06
12.500,decay,0.799381000,0.813477998,0.799373770,1.772623000,0.237499000,-1.730000e+06,2.705240e+07,-1.709586e+06
13.000,decay,0.798516000,0.812907200,0.798526207,1.774564000,0.229312000,-1.532000e+06,2.765548e+07,-1.619243e+06
13.500,decay,0.797750000,0.812343742,0.797706379,1.776021000,0.223155000,-1.534000e+06,2.811207e+07,-1.550219e+06
14.000,decay,0.796983000,0.811806036,0.796974890,1.777477000,0.216998000,-1.532000e+06,2.856874e+07,-1.481170e+06
14.500,decay,0.796217000,0.811267368,0.796242415,1.778934000,0.210841000,-1.354000e+06,2.902532e+07,-1.412147e+06
15.000,decay,0.795540000,0.810729661,0.795510927,1.779913000,0.206125000,-1.290000e+06,2.938456e+07,-1.356113e+06
15.500,decay,0.794895000,0.810232278,0.794861943,1.780723000,0.201917000,-1.290000e+06,2.970948e+07,-1.304656e+06
16.000,decay,0.794250000,0.809749739,0.794242672,1.781534000,0.197708000,-1.292000e+06,3.003443e+07,-1.253202e+06
16.500,decay,0.793604000,0.809267216,0.793623399,1.782345000,0.193499000,-1.142000e+06,3.035941e+07,-1.201739e+06
17.000,decay,0.793033000,0.808783706,0.793003130,1.782960000,0.190295000,-1.100000e+06,3.060891e+07,-1.161814e+06
17.500,decay,0.792483000,0.808337453,0.792452093,1.783520000,0.187375000,-1.102000e+06,3.083705e+07,-1.125154e+06
18.000,decay,0.791932000,0.807901527,0.791920423,1.784081000,0.184455000,-1.100000e+06,3.106517e+07,-1.088503e+06
18.500,decay,0.791382000,0.807464586,0.791387749,1.784641000,0.181536000,-1.100000e+06,3.129324e+07,-1.051857e+06
19.000,decay,0.790832000,0.807028618,0.790856071,1.785201000,0.178616000,-1.070000e+06,3.152138e+07,-1.015197e+06
19.500,decay,0.790297000,0.806592692,0.790324401,1.785716000,0.175848000,-9.480000e+05,3.173884e+07,-9.800513e+05
20.000,decay,0.789823000,0.806166418,0.789806974,1.786056000,0.173664000,-9.480000e+05,3.191522e+07,-9.507147e+05
20.500,decay,0.789349000,0.805780608,0.789347643,1.786395000,0.171480000,-9.480000e+05,3.209165e+07,-9.213610e+05
21.000,decay,0.788875000,0.805394825,0.788888319,1.786735000,0.169296000,-9.480000e+05,3.226803e+07,-8.920245e+05
21.500,decay,0.788401000,0.805009016,0.788428988,1.787075000,0.167111000,-9.460000e+05,3.244450e+07,-8.626738e+05
22.000,decay,0.787928000,0.804623248,0.787969663,1.787414000,0.164927000,-8.840000e+05,3.262091e+07,-8.333291e+05
22.500,decay,0.787486000,0.804238453,0.787511335,1.787714000,0.163077000,-8.420000e+05,3.277069e+07,-8.083227e+05
23.000,decay,0.787065000,0.803871347,0.787081839,1.787987000,0.161447000,-8.420000e+05,3.290300e+07,-7.861566e+05
23.500,decay,0.786644000,0.803516501,0.786671922,1.788260000,0.159817000,-8.420000e+05,3.303531e+07,-7.639905e+05
24.000,decay,0.786223000,0.803161655,0.786262005,1.788533000,0.158186000,-8.420000e+05,3.316770e+07,-7.418102e+05
24.500,decay,0.785802000,0.802806851,0.785852095,1.788807000,0.156556000,-8.420000e+05,3.329996e+07,-7.196612e+05
25.000,charge,0.785381000,0.802451978,0.785442169,1.789080000,0.154926000,4.049860e+08,3.343226e+07,3.723216e+08
25.500,reset,0.987874000,0.802097132,0.971541798,0.000297000,1.765778000,4.185600e+08,-1.165013e+07,8.144593e+06
26.000,reset,1.197154000,0.982048935,0.991946296,0.000013000,1.794371000,4.103380e+08,-1.927152e+07,3.508367e+06
26.500,reset,1.402323000,1.187518242,1.198908183,0.000005000,1.799187000,4.055560e+08,-2.481784e+07,-2.091884e+07
27.000,reset,1.605101000,1.389914078,1.391863578,0.000007000,1.799979000,3.760000e+06,-2.996854e+07,-4.868513e+07
27.500,reset,1.606981000,1.590116728,1.580758437,-0.000000000,1.799970000,-9.580400e+07,-3.001456e+07,-4.900133e+07
28.000,reset,1.559079000,1.591973720,1.582480334,-0.000000000,1.799926000,-9.498200e+07,-2.880980e+07,-4.230630e+07
28.500,reset,1.511588000,1.544674101,1.537925850,-0.000000000,1.799831000,-9.409800e+07,-2.761108e+07,-3.571643e+07
29.000,reset,1.464539000,1.497782461,1.493729785,-0.000000000,1.799671000,-9.341600e+07,-2.641801e+07,-2.924908e+07
29.500,reset,1.417831000,1.451329994,1.449914458,-0.000000000,1.799412000,-9.012800e+07,-2.522522e+07,-2.292164e+07
30.000,reset,1.372767000,1.405218388,1.406370181,0.000000000,1.798667000,-9.012800e+07,-2.403305e+07,-1.727676e+07
30.500,reset,1.327703000,1.360750474,1.364128622,0.000001000,1.797923000,-9.012600e+07,-2.284102e+07,-1.162473e+07
31.000,reset,1.282640000,1.316282492,1.321890634,0.000001000,1.797179000,-9.012800e+07,-2.164895e+07,-5.979061e+06
31.500,reset,1.237576000,1.271815524,1.279650469,0.000001000,1.796434000,-8.345800e+07,-2.045678e+07,-3.341785e+05
32.000,reset,1.195847000,1.227347610,1.237408911,0.000024000,1.792632000,-8.146600e+07,-1.909403e+07,2.145340e+06
32.500,reset,1.155114000,1.186299984,1.196919670,0.000054000,1.787916000,-8.146400e+07,-1.768026e+07,3.679382e+06
33.000,reset,1.114382000,1.146273868,1.156953691,0.000084000,1.783199000,-8.146600e+07,-1.626644e+07,5.212355e+06
33.500,reset,1.073649000,1.106248782,1.116988177,0.000114000,1.778483000,-8.146400e+07,-1.485267e+07,6.746397e+06
34.000,reset,1.032917000,1.066222667,1.077022198,0.000144000,1.773767000,-8.146400e+07,-1.343892e+07,8.280299e+06
34.500,reset,0.992185000,1.026197539,1.037057149,0.000173000,1.769051000,-7.458400e+07,-1.202513e+07,9.807988e+06
35.000,reset,0.954893000,0.986172437,0.997088994,0.000363000,1.755716000,-6.999000e+07,-9.985976e+06,3.846940e+06
35.500,reset,0.919898000,0.949900012,0.956816470,0.001218000,1.728412000,-6.870600e+07,-6.872469e+06,-1.128021e+07
36.000,reset,0.885545000,0.916461765,0.914257893,0.002270000,1.697012000,-6.654400e+07,-3.443254e+06,-2.907815e+07
36.500,reset,0.852273000,0.883823373,0.871005924,0.004465000,1.651066000,-5.949400e+07,1.113742e+06,-5.343775e+07
37.000,reset,0.822526000,0.852829871,0.825554127,0.015900000,1.528727000,-3.883400e+07,1.147644e+07,-9.184588e+07
37.500,decay,0.803109000,0.828264222,0.776603060,1.723870000,0.367879000,-2.434000e+06,1.864346e+07,-2.751489e+06
38.000,decay,0.801892000,0.812430729,0.801733255,1.765172000,0.265571000,-2.072000e+06,2.503799e+07,-2.001601e+06
38.500,decay,0.800856000,0.814410994,0.800891199,1.768580000,0.252963000,-1.910000e+06,2.593717e+07,-1.872328e+06
39.000,decay,0.799901000,0.813824584,0.799919836,1.771434000,0.242564000,-1.774000e+06,2.667905e+07,-1.765545e+06
39.500,decay,0.799014000,0.813240524,0.799018227,1.773471000,0.233931000,-1.636000e+06,2.731487e+07,-1.670338e+06
40.000,decay,0.798196000,0.812671436,0.798178831,1.775177000,0.226708000,-1.526000e+06,2.784866e+07,-1.590031e+06
40.500,decay,0.797433000,0.812120330,0.797400985,1.776620000,0.220606000,-1.528000e+06,2.830132e+07,-1.521573e+06
41.000,decay,0.796669000,0.811583658,0.796672214,1.778062000,0.214504000,-1.510000e+06,2.875405e+07,-1.453089e+06
41.500,decay,0.795914000,0.811046026,0.795942456,1.779463000,0.208528000,-1.286000e+06,2.919820e+07,-1.385765e+06
42.000,decay,0.795271000,0.810513100,0.795221118,1.780262000,0.204357000,-1.284000e+06,2.952056e+07,-1.334661e+06
42.500,decay,0.794629000,0.810031282,0.794603670,1.781061000,0.200186000,-1.286000e+06,2.984290e+07,-1.283566e+06
