iter,phase,loss,timing_loss,count_penalty,order_penalty,energy_penalty,timing_pct,count_pct,order_pct,energy_pct,energy_weight,energy_pj,r_fb,rleak,iin_amp,spike0_ns,spike1_ns,spike2_ns,spike3_ns,holdout_loss,holdout_timing_loss,holdout_energy_pj,grad_r_fb_x,grad_rleak_x,grad_iin_amp_x,update_r_fb_x,update_rleak_x,update_iin_amp_x
0,iter_00_train_base,672.098084973,0.068084973,672.000000000,0.000000000,0.030000000,0.010130214,99.985406152,0.000000000,0.004463634,0.030000000,134.270706795,1000.000000000,8000000.000000000,1.800000000,11.174761117,13.756250012,14.714835520,15.226607554,672.096862808,0.066997981,133.665714985,-0.290865622,0.002021760,-1.212966902,0.002300163,-0.000012130,0.004627354
1,final,672.096704955,0.066705843,672.000000000,0.000000000,0.029999112,0.009925036,99.985611452,0.000000000,0.004463511,0.030000000,134.266733489,1002.300163435,7999987.870423771,1.800000000,11.168365687,13.754423473,14.713681883,15.226285445,672.096756607,0.066890711,133.670502636,,,,,,
