time_ns,mem,spike,out
0.000,0.000000,0.000000,1.800000
0.500,0.000000,0.000000,1.800000
1.000,0.000000,0.000000,1.800000
1.500,0.000000,0.000000,1.800000
2.000,0.000000,0.000000,1.800000
2.500,0.000000,0.000000,1.800000
3.000,0.000000,0.000000,1.800000
3.500,0.000000,0.000000,1.800000
4.000,0.000000,0.000000,1.800000
4.500,0.000000,0.000000,1.800000
5.000,0.000000,0.000000,1.800000
5.500,0.199945,0.000121,1.800000
6.000,0.399873,0.001874,1.800003
6.500,0.599777,0.016909,1.799893
7.000,0.799566,0.182279,1.786162
7.500,0.834481,1.595030,0.008755
8.000,0.807951,1.275421,0.072851
8.500,0.802346,0.271766,1.763278
9.000,0.801250,0.257523,1.767228
9.500,0.800258,0.246269,1.770517
10.000,0.799326,0.236720,1.772694
10.500,0.798489,0.229252,1.774636
11.000,0.797657,0.221870,1.776568
11.500,0.796911,0.216156,1.777766
12.000,0.796185,0.210807,1.778803
12.500,0.795459,0.205458,1.779840
13.000,0.794812,0.201303,1.780708
13.500,0.794192,0.197546,1.781520
14.000,0.793571,0.193788,1.782332
14.500,0.792951,0.190030,1.783143
15.000,0.792331,0.186273,1.783955
15.500,0.791794,0.183504,1.784412
16.000,0.791270,0.180888,1.784813
16.500,0.790747,0.178273,1.785213
17.000,0.790223,0.175657,1.785614
17.500,0.789699,0.173042,1.786015
18.000,0.789176,0.170426,1.786416
18.500,0.788710,0.168409,1.786762
19.000,0.788264,0.166598,1.787088
19.500,0.787818,0.164787,1.787414
20.000,0.787373,0.162976,1.787741
20.500,0.786927,0.161165,1.788067
21.000,0.786481,0.159354,1.788393
21.500,0.786035,0.157543,1.788720
22.000,0.785590,0.155732,1.789046
22.500,0.785184,0.154200,1.789242
23.000,0.784792,0.152764,1.789394
23.500,0.784401,0.151329,1.789546
24.000,0.784009,0.149893,1.789698
24.500,0.783618,0.148457,1.789849
25.000,0.783226,0.147021,1.790001
25.500,0.942751,1.747739,0.000609
26.000,1.103872,1.787767,0.000061
26.500,1.261064,1.796819,0.000002
27.000,1.415711,1.799343,-0.000014
27.500,1.409280,1.799438,-0.000000
28.000,1.363305,1.799015,-0.000000
28.500,1.317875,1.798403,-0.000000
29.000,1.273578,1.797292,0.000001
29.500,1.229281,1.796181,0.000001
30.000,1.187232,1.792930,0.000017
30.500,1.146215,1.788697,0.000039
31.000,1.105198,1.784464,0.000061
31.500,1.064182,1.780231,0.000083
32.000,1.023165,1.775998,0.000105
32.500,0.984575,1.766623,0.000204
33.000,0.948174,1.748570,0.000584
33.500,0.912506,1.727086,0.001086
34.000,0.877850,1.696882,0.002066
34.500,0.846379,1.623084,0.006957
35.000,0.817173,1.470320,0.025030
35.500,0.802807,0.283576,1.759433
36.000,0.801660,0.262538,1.766088
36.500,0.800636,0.250485,1.769229
37.000,0.799681,0.240229,1.772075
37.500,0.798814,0.232168,1.773926
38.000,0.797968,0.224530,1.775682
38.500,0.797223,0.218846,1.777002
39.000,0.796477,0.213161,1.778323
39.500,0.795732,0.207476,1.779643
40.000,0.795050,0.202768,1.780636
40.500,0.794421,0.198858,1.781362
41.000,0.793791,0.194948,1.782087
41.500,0.793162,0.191037,1.782813
42.000,0.792553,0.187409,1.783500
42.500,0.791998,0.184514,1.784084
43.000,0.791443,0.181618,1.784668
43.500,0.790894,0.178777,1.785223
44.000,0.790384,0.176270,1.785597
44.500,0.789875,0.173763,1.785970
45.000,0.789365,0.171256,1.786344
45.500,0.947742,1.750574,0.000535
46.000,1.108721,1.788339,0.000060
46.500,1.265802,1.796944,0.000004
47.000,1.420382,1.799373,-0.000013
47.500,1.413903,1.799468,-0.000000
48.000,1.367867,1.799063,-0.000000
48.500,1.322346,1.798487,-0.000000
49.000,1.278016,1.797394,0.000001
49.500,1.233685,1.796301,0.000001
50.000,1.191398,1.793264,0.000015
50.500,1.150394,1.789008,0.000038
51.000,1.109390,1.784752,0.000060
51.500,1.068385,1.780496,0.000083
52.000,1.027381,1.776239,0.000105
52.500,0.988396,1.767664,0.000193
53.000,0.951724,1.750853,0.000530
53.500,0.916126,1.728922,0.001053
54.000,0.881214,1.700919,0.001920
54.500,0.849504,1.630869,0.006458
55.000,0.819744,1.504737,0.019187
55.500,0.802933,0.302942,1.752298
56.000,0.801765,0.264001,1.765643
56.500,0.800729,0.251419,1.768938
57.000,0.799772,0.241303,1.771834
57.500,0.798883,0.232583,1.773746
58.000,0.798062,0.225425,1.775467
58.500,0.797275,0.219061,1.777091
59.000,0.796505,0.212963,1.778595
59.500,0.795825,0.208270,1.779464
60.000,0.795145,0.203577,1.780333
60.500,0.794464,0.198884,1.781202
61.000,0.793827,0.194839,1.781992
61.500,0.793244,0.191610,1.782682
62.000,0.792661,0.188380,1.783372
62.500,0.792078,0.185151,1.784062
63.000,0.791495,0.181922,1.784752
63.500,0.790957,0.179133,1.785205
64.000,0.790442,0.176574,1.785536
64.500,0.789928,0.174016,1.785866
65.000,0.789413,0.171458,1.786196
65.500,0.947781,1.750598,0.000535
66.000,1.108759,1.788345,0.000059
66.500,1.265839,1.796945,0.000004
67.000,1.420419,1.799373,-0.000013
67.500,1.413940,1.799469,-0.000000
68.000,1.367903,1.799064,-0.000000
68.500,1.322380,1.798488,-0.000000
69.000,1.278051,1.797395,0.000001
69.500,1.233721,1.796301,0.000001
70.000,1.191428,1.793269,0.000015
70.500,1.150427,1.789008,0.000038
71.000,1.109426,1.784747,0.000060
71.500,1.068425,1.780486,0.000083
72.000,1.027424,1.776225,0.000105
72.500,0.988428,1.767670,0.000193
73.000,0.951750,1.750886,0.000529
73.500,0.916158,1.728916,0.001054
74.000,0.881241,1.700954,0.001918
74.500,0.849530,1.630916,0.006457
75.000,0.819764,1.505152,0.019104
75.500,0.802934,0.303108,1.752215
76.000,0.801766,0.264013,1.765649
76.500,0.800729,0.251434,1.768941
77.000,0.799775,0.241340,1.771809
77.500,0.798879,0.232457,1.773735
78.000,0.798065,0.225499,1.775469
78.500,0.797270,0.218982,1.777160
79.000,0.796516,0.213131,1.778532
79.500,0.795826,0.208281,1.779426
80.000,0.795136,0.203431,1.780320
80.500,0.794446,0.198582,1.781214
81.000,0.793844,0.195078,1.781962
81.500,0.793250,0.191721,1.782695
82.000,0.792657,0.188365,1.783428
82.500,0.792064,0.185008,1.784160
83.000,0.791491,0.181856,1.784789
83.500,0.790971,0.179254,1.785137
84.000,0.790452,0.176653,1.785484
84.500,0.789933,0.174051,1.785832
85.000,0.789413,0.171450,1.786179
85.500,0.947781,1.750598,0.000535
86.000,1.108759,1.788345,0.000059
86.500,1.265839,1.796945,0.000004
87.000,1.420419,1.799373,-0.000013
87.500,1.413940,1.799469,-0.000000
88.000,1.367903,1.799064,-0.000000
88.500,1.322380,1.798488,-0.000000
89.000,1.278051,1.797395,0.000001
89.500,1.233721,1.796301,0.000001
90.000,1.191428,1.793269,0.000015
90.500,1.150427,1.789008,0.000038
91.000,1.109426,1.784748,0.000060
91.500,1.068425,1.780487,0.000083
92.000,1.027423,1.776226,0.000105
92.500,0.988428,1.767671,0.000193
93.000,0.951750,1.750885,0.000530
93.500,0.916158,1.728918,0.001054
94.000,0.881241,1.700954,0.001918
94.500,0.849530,1.630918,0.006457
95.000,0.819764,1.505143,0.019107
95.500,0.802934,0.303113,1.752214
96.000,0.801766,0.264013,1.765648
96.500,0.800729,0.251434,1.768941
97.000,0.799775,0.241338,1.771811
97.500,0.798880,0.232466,1.773736
98.000,0.798065,0.225495,1.775469
98.500,0.797270,0.218988,1.777155
99.000,0.796516,0.213122,1.778536
99.500,0.795826,0.208283,1.779428
100.000,0.795137,0.203443,1.780321
100.500,0.794448,0.198603,1.781213
101.000,0.793843,0.195064,1.781964
101.500,0.793250,0.191716,1.782693
102.000,0.792658,0.188368,1.783423
102.500,0.792065,0.185020,1.784153
103.000,0.791489,0.181845,1.784794
103.500,0.790970,0.179246,1.785141
104.000,0.790451,0.176648,1.785487
104.500,0.789933,0.174049,1.785834
105.000,0.789414,0.171451,1.786180
105.500,0.947781,1.750598,0.000535
106.000,1.108759,1.788345,0.000059
106.500,1.265839,1.796945,0.000004
