iter,phase,loss,timing_loss,count_penalty,order_penalty,energy_penalty,timing_pct,count_pct,order_pct,energy_pct,energy_weight,energy_pj,r_fb,rleak,iin_amp,spike0_ns,spike1_ns,spike2_ns,spike3_ns,holdout_loss,holdout_timing_loss,holdout_energy_pj,grad_r_fb_x,grad_rleak_x,grad_iin_amp_x,update_r_fb_x,update_rleak_x,update_iin_amp_x
0,iter_00_train_base,0.318084973,0.068084973,0.000000000,0.000000000,0.250000000,21.404649331,0.000000000,0.000000000,78.595350669,0.250000000,134.270706795,1000.000000000,8000000.000000000,1.800000000,11.174761117,13.756250012,14.714835520,15.226607554,0.315871540,0.066997981,133.665714985,-0.289962894,0.002072570,-1.119351151,0.002293107,-0.000012434,0.004285524
1,iter_01_train_base,0.566801147,0.066821084,0.000000000,0.000000000,0.499980063,11.789158195,0.000000000,0.000000000,88.210841805,0.500000000,134.265352905,1002.293106518,7999987.565610388,1.800000000,11.169188888,13.754415242,14.713685487,15.226283847,0.564936653,0.067171038,133.670681805,-0.287068751,0.000209120,-1.014585371,0.002270479,-0.000001255,0.003900064
2,iter_02_train_base,0.816754420,0.066680627,0.000000000,0.000000000,0.750073793,8.164097534,0.000000000,0.000000000,91.835902466,0.750000000,134.283917757,1004.563585186,7999986.310899094,1.800000000,11.171439719,13.752748143,14.712590828,15.225536959,0.813282329,0.066640668,133.669471266,-0.292821334,0.000298621,-0.860752730,0.002315450,-0.000001792,0.003328413
3,iter_03_train_base,1.066287786,0.066279888,0.000000000,0.000000000,1.000007898,6.215947370,0.000000000,0.000000000,93.784052630,1.000000000,134.271767295,1006.879035330,7999984.519196947,1.800000000,11.170763976,13.751143728,14.712245854,15.225980082,1.061560652,0.065993709,133.675477155,-0.277738926,-0.000345557,-0.765871791,0.002197498,0.000002073,0.002972427
4,final,1.065497221,0.065480708,0.000000000,0.000000000,1.000016513,6.145554096,0.000000000,0.000000000,93.854445904,1.000000000,134.272924040,1009.076533505,7999986.592511551,1.800000000,11.169176778,13.749254526,14.710503068,15.224973509,1.060791262,0.065217326,133.676415998,,,,,,
