run_id,point_id,r_fb,rleak,pass,tran_maxstep,membrane_maxima,spike_counts,spike_maxima,first_spike_times_ns,raw_dir,result_file,spectre_log,ocean_log
20260202_215026,rfb_1100_rleak_12M,1100,12M,PASS,100p,"0.640, 0.989, 1.210, 0.757","spike0=15 spike1=15 spike2=15 spike3=15","1.054, 1.262, 0.859, 1.798","9.620, 12.185, 13.173, 13.714","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1100_rleak_12M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1100_rleak_12M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1100_rleak_12M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1100_rleak_12M/ocean.log"
20260202_215026,rfb_1200_rleak_5M,1200,5M,PASS,100p,"0.639, 0.983, 1.202, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.259, 0.867, 1.798","9.559, 12.108, 13.126, 13.687","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_5M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_5M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_5M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_5M/ocean.log"
20260202_215026,rfb_1200_rleak_6M,1200,6M,PASS,100p,"0.639, 0.984, 1.203, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.259, 0.867, 1.798","9.560, 12.109, 13.124, 13.684","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_6M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_6M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_6M/ocean.log"
20260202_215026,rfb_1200_rleak_7M,1200,7M,PASS,100p,"0.639, 0.984, 1.203, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.260, 0.868, 1.798","9.560, 12.109, 13.125, 13.684","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_7M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_7M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_7M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_7M/ocean.log"
20260202_215026,rfb_1200_rleak_8M,1200,8M,PASS,100p,"0.639, 0.984, 1.203, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.260, 0.868, 1.798","9.560, 12.109, 13.125, 13.684","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_8M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_8M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_8M/ocean.log"
20260202_215026,rfb_1200_rleak_9M,1200,9M,PASS,100p,"0.639, 0.984, 1.203, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.260, 0.868, 1.798","9.561, 12.110, 13.125, 13.684","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_9M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_9M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_9M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_9M/ocean.log"
20260202_215026,rfb_1200_rleak_10M,1200,10M,PASS,100p,"0.639, 0.984, 1.204, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.055, 1.260, 0.868, 1.798","9.561, 12.110, 13.125, 13.683","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_10M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_10M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_10M/ocean.log"
20260202_215026,rfb_1200_rleak_12M,1200,12M,PASS,100p,"0.639, 0.984, 1.204, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.056, 1.261, 0.868, 1.798","9.561, 12.110, 13.126, 13.683","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_12M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_12M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_12M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1200_rleak_12M/ocean.log"
20260202_215026,rfb_1300_rleak_5M,1300,5M,PASS,100p,"0.637, 0.979, 1.196, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.056, 1.258, 0.876, 1.798","9.501, 12.036, 13.079, 13.664","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_5M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_5M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_5M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_5M/ocean.log"
20260202_215026,rfb_1300_rleak_6M,1300,6M,PASS,100p,"0.637, 0.979, 1.196, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.056, 1.258, 0.876, 1.798","9.502, 12.036, 13.078, 13.664","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_6M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_6M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_6M/ocean.log"
20260202_215026,rfb_1300_rleak_7M,1300,7M,PASS,100p,"0.637, 0.979, 1.196, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.057, 1.258, 0.876, 1.798","9.502, 12.037, 13.078, 13.663","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_7M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_7M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_7M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_7M/ocean.log"
20260202_215026,rfb_1300_rleak_8M,1300,8M,PASS,100p,"0.637, 0.979, 1.197, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.057, 1.259, 0.876, 1.798","9.502, 12.037, 13.078, 13.663","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_8M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_8M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_8M/ocean.log"
20260202_215026,rfb_1300_rleak_9M,1300,9M,PASS,100p,"0.637, 0.979, 1.197, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.057, 1.259, 0.876, 1.798","9.502, 12.037, 13.077, 13.662","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_9M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_9M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_9M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_9M/ocean.log"
20260202_215026,rfb_1300_rleak_10M,1300,10M,PASS,100p,"0.638, 0.979, 1.197, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.057, 1.259, 0.876, 1.798","9.502, 12.037, 13.077, 13.661","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_10M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_10M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_10M/ocean.log"
20260202_215026,rfb_1300_rleak_12M,1300,12M,PASS,100p,"0.638, 0.980, 1.197, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.057, 1.259, 0.877, 1.798","9.502, 12.037, 13.077, 13.661","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_12M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_12M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_12M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1300_rleak_12M/ocean.log"
20260202_215026,rfb_1500_rleak_5M,1500,5M,PASS,100p,"0.634, 0.970, 1.183, 0.755","spike0=15 spike1=15 spike2=15 spike3=15","1.059, 1.255, 0.893, 1.798","9.387, 11.894, 12.985, 13.641","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_5M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_5M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_5M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_5M/ocean.log"
20260202_215026,rfb_1500_rleak_6M,1500,6M,PASS,100p,"0.634, 0.970, 1.183, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.059, 1.256, 0.893, 1.798","9.387, 11.894, 12.985, 13.641","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_6M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_6M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_6M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_6M/ocean.log"
20260202_215026,rfb_1500_rleak_7M,1500,7M,PASS,100p,"0.634, 0.970, 1.184, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.060, 1.256, 0.893, 1.798","9.388, 11.895, 12.985, 13.640","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_7M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_7M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_7M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_7M/ocean.log"
20260202_215026,rfb_1500_rleak_8M,1500,8M,PASS,100p,"0.634, 0.970, 1.184, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.060, 1.256, 0.893, 1.798","9.388, 11.895, 12.985, 13.640","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_8M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_8M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_8M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_8M/ocean.log"
20260202_215026,rfb_1500_rleak_9M,1500,9M,PASS,100p,"0.635, 0.970, 1.184, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.060, 1.257, 0.893, 1.798","9.388, 11.895, 12.985, 13.640","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_9M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_9M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_9M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_9M/ocean.log"
20260202_215026,rfb_1500_rleak_10M,1500,10M,PASS,100p,"0.635, 0.971, 1.184, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.060, 1.257, 0.893, 1.798","9.388, 11.895, 12.985, 13.640","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_10M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_10M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_10M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_10M/ocean.log"
20260202_215026,rfb_1500_rleak_12M,1500,12M,PASS,100p,"0.635, 0.971, 1.184, 0.756","spike0=15 spike1=15 spike2=15 spike3=15","1.060, 1.257, 0.893, 1.798","9.388, 11.896, 12.985, 13.640","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_12M/neuro_tile4_coupled.raw","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_12M/neuro_tile4_coupled_test.txt","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_12M/spectre.log","/home/v71349/analog-gradients/results/neuro_tile4_coupled/sweeps/20260202_215026/rfb_1500_rleak_12M/ocean.log"
