iter,phase,loss,timing_loss,count_penalty,order_penalty,energy_penalty,timing_pct,count_pct,order_pct,energy_pct,energy_weight,energy_pj,r_fb,rleak,iin_amp,spike0_ns,spike1_ns,spike2_ns,spike3_ns,holdout_loss,holdout_timing_loss,holdout_energy_pj,grad_r_fb_x,grad_rleak_x,grad_iin_amp_x,update_r_fb_x,update_rleak_x,update_iin_amp_x
0,iter_00_train_base,1481.522716901,0.068084973,0.000000000,1481.424631928,0.030000000,0.004595608,0.000000000,99.993379449,0.002024944,0.030000000,134.270706795,1000.000000000,8000000.000000000,1.800000000,11.174761117,13.756250012,14.714835520,15.226607554,1480.722571308,0.066997981,133.665714985,-152.791966297,1.056831789,-114.567125118,0.171877244,-0.006083808,0.050000000
1,final,1460.794876741,0.027331603,0.000000000,1460.737526505,0.030018634,0.001871009,0.000000000,99.996074039,0.002054952,0.030000000,134.354106231,1171.877244489,7993916.191744236,1.800000000,11.067788074,13.628033544,14.631653174,15.180598908,1460.378348274,0.028102040,133.744423513,,,,,,
