iter,phase,split,delay_ns,status,loss,timing_loss,count_penalty,order_penalty,energy_penalty,energy_pj,spike0_first_ns,spike1_first_ns,spike2_first_ns,spike3_first_ns,spike0_target_ns,spike1_target_ns,spike2_target_ns,spike3_target_ns,spike0_count,spike1_count,spike2_count,spike3_count,eval_dir
0,iter_00_train_base,train,5.000000000,OK,3.012515460,1.000000000,0.000000000,0.000000000,2.012515460,134.806547808,9.676048867,12.257209350,13.215085018,13.726522514,10.676048867,13.257209350,14.215085018,14.726522514,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_00_train_base/trace_00_5.000ns
0,iter_00_train_base,train,8.000000000,OK,2.996516411,1.000000000,0.000000000,0.000000000,1.996516411,133.734865781,12.673473367,15.255290674,16.214586022,16.726692595,13.673473367,16.255290674,17.214586022,17.726692595,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_00_train_base/trace_01_8.000ns
0,iter_00_holdout_base,holdout,6.500000000,OK,3.005412103,1.000000000,0.000000000,0.000000000,2.005412103,134.330735751,11.166304922,13.754174793,14.716145571,15.228252768,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_00_holdout_base/trace_00_6.500ns
0,iter_00_holdout_base,holdout,9.500000000,OK,2.985556026,1.000000000,0.000000000,0.000000000,1.985556026,133.000694219,14.173501905,16.755263072,17.711854722,18.223545504,15.173501905,17.755263072,18.711854722,19.223545504,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_00_holdout_base/trace_01_9.500ns
1,iter_01_train_base,train,5.000000000,OK,2.910428942,0.912891639,0.000000000,0.000000000,1.997537303,133.803249339,9.724846903,12.300257259,13.266198087,13.761826879,10.676048867,13.257209350,14.215085018,14.726522514,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_01_train_base/trace_00_5.000ns
1,iter_01_train_base,train,8.000000000,OK,2.898627755,0.917114374,0.000000000,0.000000000,1.981513381,132.729901244,12.720425647,15.296268015,16.263512125,16.759277729,13.673473367,16.255290674,17.214586022,17.726692595,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_01_train_base/trace_01_8.000ns
1,iter_01_holdout_base,holdout,6.500000000,OK,2.905565856,0.915126543,0.000000000,0.000000000,1.990439313,133.327796848,11.214839341,13.799098256,14.764502983,15.260045862,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_01_holdout_base/trace_00_6.500ns
1,iter_01_holdout_base,holdout,9.500000000,OK,2.878436521,0.907824058,0.000000000,0.000000000,1.970612463,131.999713027,14.222478155,16.801109346,17.766940378,18.262516052,15.173501905,17.755263072,18.711854722,19.223545504,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/iter_01_holdout_base/trace_01_9.500ns
2,final,train,5.000000000,OK,2.785986741,0.804947510,0.000000000,0.000000000,1.981039232,132.698140774,9.774797302,12.350231987,13.324780559,13.836418200,10.676048867,13.257209350,14.215085018,14.726522514,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/final_train/trace_00_5.000ns
2,final,train,8.000000000,OK,2.777147941,0.811814947,0.000000000,0.000000000,1.965332995,131.646072546,12.772207428,15.346417701,16.316861154,16.830579056,13.673473367,16.255290674,17.214586022,17.726692595,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/final_train/trace_01_8.000ns
2,final,holdout,6.500000000,OK,2.776957886,0.803028937,0.000000000,0.000000000,1.973928949,132.221864845,11.272809699,13.848860356,14.823416476,15.335379559,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/final_holdout/trace_00_6.500ns
2,final,holdout,9.500000000,OK,2.761681586,0.807278356,0.000000000,0.000000000,1.954403230,130.913952054,14.274068946,16.845737205,17.818530496,18.331991635,15.173501905,17.755263072,18.711854722,19.223545504,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_152633/final_holdout/trace_01_9.500ns
