time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
0.500,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
1.000,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
1.500,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
2.000,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
2.500,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
3.000,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
3.500,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
4.000,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
4.500,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,0.000000e+00,6.469272e+07,5.290986e+07
5.000,charge,0.000000000,0.032346360,0.026454928,1.800000000,0.000000000,4.998600e+08,6.469272e+07,5.290986e+07
5.500,charge,0.249930000,0.032346360,0.026454928,1.800001000,0.000288000,4.998180e+08,5.796452e+07,3.339361e+08
6.000,charge,0.499839000,0.278912260,0.416898074,1.799993000,0.005233000,4.996760e+08,5.090108e+07,5.835282e+08
6.500,charge,0.749677000,0.525289541,0.791603116,1.796379000,0.087105000,4.557240e+08,3.844243e+07,4.693631e+08
7.000,reset,0.977539000,0.768898215,0.984358563,0.000294000,1.762715000,6.114600e+07,-1.080607e+07,6.574144e+06
7.500,reset,1.008112000,0.972135967,0.980826072,0.000123000,1.773578000,-7.543600e+07,-1.240334e+07,1.132211e+07
8.000,reset,0.970394000,1.001910328,1.013773056,0.000268000,1.761910000,-7.225000e+07,-1.055508e+07,6.667286e+06
8.500,reset,0.934269000,0.965116462,0.973727643,0.000693000,1.742538000,-7.063400e+07,-8.205537e+06,-3.634840e+06
9.000,reset,0.898952000,0.930166232,0.932451580,0.001287000,1.718776000,-6.678000e+07,-5.568090e+06,-1.708329e+07
9.500,reset,0.865562000,0.896167955,0.890410353,0.003258000,1.674779000,-6.241000e+07,-1.581259e+06,-4.112635e+07
10.000,reset,0.834357000,0.864771371,0.844998824,0.008998000,1.593669000,-5.292400e+07,4.862809e+06,-7.680894e+07
10.500,reset,0.807895000,0.836788405,0.795952530,0.078215000,1.264870000,-1.110200e+07,2.630968e+07,4.554411e+07
11.000,decay,0.802344000,0.821049842,0.830667055,1.763290000,0.271739000,-2.196000e+06,2.513407e+07,-2.086468e+06
11.500,decay,0.801246000,0.814911037,0.801300766,1.767317000,0.257348000,-1.998000e+06,2.602793e+07,-1.938313e+06
12.000,decay,0.800247000,0.814259964,0.800276843,1.770567000,0.246113000,-1.806000e+06,2.672496e+07,-1.825248e+06
12.500,decay,0.799344000,0.813609482,0.799334376,1.772706000,0.237147000,-1.746000e+06,2.730377e+07,-1.724726e+06
13.000,decay,0.798471000,0.812995884,0.798481637,1.774684000,0.228827000,-1.574000e+06,2.784211e+07,-1.631329e+06
