time_ns,mem,spike,out
0.000,0.000000,0.000000,1.800000
0.500,0.000000,0.000000,1.800000
1.000,0.000000,0.000000,1.800000
1.500,0.000000,0.000000,1.800000
2.000,0.000000,0.000000,1.800000
2.500,0.000000,0.000000,1.800000
3.000,0.000000,0.000000,1.800000
3.500,0.000000,0.000000,1.800000
4.000,0.000000,0.000000,1.800000
4.500,0.000000,0.000000,1.800000
5.000,0.000000,0.000000,1.800000
5.500,0.299919,0.000595,1.800002
6.000,0.599811,0.015595,1.799930
6.500,0.893591,1.707701,0.002002
7.000,1.154894,1.792381,0.000028
7.500,1.195434,1.794998,0.000003
8.000,1.152965,1.792597,0.000008
8.500,1.111597,1.788960,0.000021
9.000,1.070624,1.784842,0.000038
9.500,1.032429,1.774607,0.000162
10.000,0.994299,1.764229,0.000289
10.500,0.956169,1.753851,0.000416
11.000,0.919577,1.736564,0.000762
11.500,0.885764,1.698842,0.002240
12.000,0.852697,1.652736,0.004341
12.500,0.823326,1.518823,0.018053
13.000,0.803140,0.389685,1.712490
13.500,0.801912,0.265842,1.764979
14.000,0.800874,0.252966,1.768482
14.500,0.799917,0.242664,1.771529
15.000,0.799052,0.234309,1.773407
15.500,0.798213,0.226514,1.775182
16.000,0.797455,0.220501,1.776678
16.500,0.796697,0.214488,1.778173
17.000,0.795998,0.209379,1.779297
17.500,0.795349,0.205015,1.780113
18.000,0.794699,0.200651,1.780929
18.500,0.794050,0.196288,1.781745
19.000,0.793437,0.192457,1.782483
19.500,0.792885,0.189491,1.783094
20.000,0.792333,0.186526,1.783705
20.500,0.791780,0.183560,1.784317
21.000,0.791228,0.180595,1.784928
21.500,0.790699,0.177854,1.785456
22.000,0.790229,0.175689,1.785770
22.500,0.789759,0.173525,1.786084
23.000,0.789289,0.171361,1.786399
23.500,0.788819,0.169197,1.786713
24.000,0.788349,0.167032,1.787027
24.500,0.787879,0.164868,1.787341
25.000,0.787409,0.162704,1.787656
25.500,1.033459,1.777870,0.000180
26.000,1.291226,1.797744,-0.000032
26.500,1.544787,1.799831,-0.000020
27.000,1.796508,1.800045,-0.000009
27.500,1.830334,1.799988,0.000000
28.000,1.781676,1.799989,0.000000
28.500,1.733092,1.799989,0.000000
29.000,1.684545,1.799989,0.000000
29.500,1.636564,1.799956,-0.000000
30.000,1.588608,1.799922,-0.000000
30.500,1.540652,1.799887,-0.000000
31.000,1.494070,1.799547,0.000000
31.500,1.448631,1.798954,0.000000
32.000,1.403191,1.798360,0.000001
32.500,1.357752,1.797766,0.000001
33.000,1.312313,1.797172,0.000001
33.500,1.266874,1.796578,0.000002
34.000,1.221435,1.795984,0.000002
34.500,1.178523,1.793939,0.000005
35.000,1.136575,1.790816,0.000016
35.500,1.096137,1.785817,0.000045
36.000,1.055699,1.780818,0.000073
36.500,1.015620,1.775034,0.000112
37.000,0.977575,1.764516,0.000233
37.500,0.941612,1.744918,0.000654
38.000,0.905649,1.725321,0.001074
38.500,0.872011,1.684468,0.002833
39.000,0.840340,1.616809,0.006882
39.500,0.812532,1.406469,0.036731
40.000,0.802581,0.275374,1.762192
40.500,0.801479,0.260392,1.766717
41.000,0.800485,0.248749,1.769701
41.500,0.799563,0.239221,1.772347
42.000,0.798703,0.230933,1.774149
42.500,0.797905,0.224046,1.775777
43.000,0.797147,0.218054,1.777294
43.500,0.796389,0.212061,1.778812
44.000,0.795722,0.207422,1.779650
44.500,0.795058,0.202827,1.780467
45.000,0.794395,0.198232,1.781283
45.500,1.039364,1.778648,0.000138
46.000,1.296971,1.797713,0.000003
46.500,1.550490,1.799857,0.000000
47.000,1.802222,1.800056,-0.000001
47.500,1.833350,1.799989,0.000000
48.000,1.784691,1.799989,0.000000
48.500,1.736102,1.799989,0.000000
49.000,1.687551,1.799989,0.000000
49.500,1.639545,1.799958,-0.000000
50.000,1.591582,1.799924,-0.000000
50.500,1.543619,1.799891,-0.000000
51.000,1.496858,1.799601,0.000000
51.500,1.451279,1.799059,0.000000
52.000,1.405699,1.798517,0.000000
52.500,1.360120,1.797974,0.000001
53.000,1.314540,1.797432,0.000001
53.500,1.268961,1.796890,0.000001
54.000,1.223933,1.796051,0.000002
54.500,1.180919,1.794132,0.000004
55.000,1.139283,1.790640,0.000019
55.500,1.098538,1.786129,0.000041
56.000,1.057793,1.781619,0.000064
56.500,1.017926,1.775344,0.000110
57.000,0.980008,1.764015,0.000264
57.500,0.943716,1.746228,0.000613
58.000,0.907440,1.728326,0.000968
58.500,0.874012,1.685860,0.002813
59.000,0.842015,1.624144,0.006264
59.500,0.813950,1.431351,0.031660
60.000,0.802650,0.276848,1.761744
60.500,0.801541,0.261091,1.766419
61.000,0.800536,0.249242,1.769732
61.500,0.799617,0.239734,1.772053
62.000,0.798756,0.231545,1.773993
62.500,0.797953,0.224563,1.775817
63.000,0.797164,0.217835,1.777511
63.500,0.796449,0.212559,1.778457
64.000,0.795739,0.207350,1.779416
64.500,0.795088,0.202962,1.780523
65.000,0.794436,0.198575,1.781631
65.500,1.039398,1.778645,0.000138
66.000,1.297004,1.797710,0.000003
66.500,1.550523,1.799857,0.000000
67.000,1.802256,1.800057,-0.000001
67.500,1.833402,1.799989,0.000000
68.000,1.784742,1.799989,0.000000
68.500,1.736153,1.799989,0.000000
69.000,1.687602,1.799989,0.000000
69.500,1.639596,1.799958,-0.000000
70.000,1.591633,1.799924,-0.000000
70.500,1.543669,1.799891,-0.000000
71.000,1.496910,1.799601,0.000000
71.500,1.451330,1.799059,0.000000
72.000,1.405749,1.798517,0.000000
72.500,1.360168,1.797975,0.000001
73.000,1.314588,1.797434,0.000001
73.500,1.269007,1.796892,0.000001
74.000,1.223980,1.796053,0.000002
74.500,1.180965,1.794135,0.000004
75.000,1.139328,1.790643,0.000019
75.500,1.098581,1.786135,0.000041
76.000,1.057835,1.781627,0.000064
76.500,1.017968,1.775353,0.000110
77.000,0.980049,1.764027,0.000263
77.500,0.943755,1.746250,0.000613
78.000,0.907478,1.728355,0.000967
78.500,0.874047,1.685914,0.002810
79.000,0.842047,1.624253,0.006256
79.500,0.813977,1.431771,0.031579
80.000,0.802652,0.276878,1.761737
80.500,0.801543,0.261106,1.766415
81.000,0.800537,0.249252,1.769730
81.500,0.799618,0.239743,1.772050
82.000,0.798757,0.231555,1.773991
82.500,0.797954,0.224569,1.775816
83.000,0.797164,0.217843,1.777508
83.500,0.796450,0.212566,1.778456
84.000,0.795740,0.207356,1.779415
84.500,0.795088,0.202967,1.780522
85.000,0.794437,0.198579,1.781630
85.500,1.039399,1.778645,0.000138
86.000,1.297004,1.797710,0.000003
86.500,1.550523,1.799857,0.000000
87.000,1.802256,1.800057,-0.000001
87.500,1.833403,1.799989,0.000000
88.000,1.784743,1.799989,0.000000
88.500,1.736154,1.799989,0.000000
89.000,1.687603,1.799989,0.000000
89.500,1.639597,1.799958,-0.000000
90.000,1.591634,1.799924,-0.000000
90.500,1.543670,1.799891,-0.000000
91.000,1.496911,1.799601,0.000000
91.500,1.451330,1.799059,0.000000
92.000,1.405750,1.798517,0.000000
92.500,1.360169,1.797975,0.000001
93.000,1.314589,1.797434,0.000001
93.500,1.269008,1.796892,0.000001
94.000,1.223981,1.796053,0.000002
94.500,1.180965,1.794135,0.000004
95.000,1.139329,1.790643,0.000019
95.500,1.098582,1.786135,0.000041
96.000,1.057835,1.781627,0.000064
96.500,1.017968,1.775353,0.000110
97.000,0.980049,1.764027,0.000263
97.500,0.943755,1.746250,0.000613
98.000,0.907478,1.728355,0.000967
98.500,0.874047,1.685915,0.002810
99.000,0.842048,1.624255,0.006256
99.500,0.813977,1.431778,0.031577
100.000,0.802652,0.276878,1.761737
100.500,0.801543,0.261106,1.766415
101.000,0.800537,0.249252,1.769730
101.500,0.799618,0.239744,1.772050
102.000,0.798757,0.231555,1.773991
102.500,0.797954,0.224569,1.775816
103.000,0.797164,0.217843,1.777508
103.500,0.796450,0.212566,1.778455
104.000,0.795740,0.207356,1.779415
104.500,0.795088,0.202967,1.780522
105.000,0.794437,0.198579,1.781630
105.500,1.039399,1.778645,0.000138
106.000,1.297004,1.797710,0.000003
106.500,1.550523,1.799857,0.000000
