time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
0.500,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
1.000,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
1.500,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
2.000,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
2.500,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
3.000,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
3.500,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
4.000,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
4.500,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,0.000000e+00,7.394752e+07,6.181606e+07
5.000,charge,0.000000000,0.036973760,0.030908031,1.800000000,0.000000000,5.998380e+08,7.394752e+07,6.181606e+07
5.500,charge,0.299919000,0.036973760,0.030908031,1.800002000,0.000595000,5.997840e+08,6.677738e+07,4.300375e+08
6.000,charge,0.599811000,0.333307689,0.514937749,1.799930000,0.015595000,5.875600e+08,5.897051e+07,6.934429e+08
6.500,reset,0.893591000,0.629296256,0.946532467,0.002002000,1.707701000,5.226060e+08,-4.059803e+06,-3.477246e+07
7.000,reset,1.154894000,0.891561099,0.876204768,0.000028000,1.792381000,8.108000e+07,-1.401434e+07,1.034042e+07
7.500,reset,1.195434000,1.147886832,1.160064210,0.000003000,1.794998000,-8.493800e+07,-1.509563e+07,8.845975e+06
8.000,reset,1.152965000,1.187886186,1.199856987,0.000008000,1.792597000,-8.273600e+07,-1.397775e+07,1.056106e+07
8.500,reset,1.111597000,1.145976126,1.158245531,0.000021000,1.788960000,-8.194600e+07,-1.283142e+07,1.090790e+07
9.000,reset,1.070624000,1.105181289,1.117050948,0.000038000,1.784842000,-7.639000e+07,-1.167324e+07,1.073482e+07
9.500,reset,1.032429000,1.064787382,1.075991412,0.000162000,1.774607000,-7.626000e+07,-1.031136e+07,4.757869e+06
10.000,reset,0.994299000,1.027273318,1.034807934,0.000289000,1.764229000,-7.626000e+07,-8.944735e+06,-1.349600e+06
10.500,reset,0.956169000,0.989826633,0.993624200,0.000416000,1.753851000,-7.318400e+07,-7.578106e+06,-7.457069e+06
11.000,reset,0.919577000,0.952379947,0.952440465,0.000762000,1.736564000,-6.762600e+07,-5.944346e+06,-1.894102e+07
11.500,reset,0.885764000,0.916604827,0.910106492,0.002240000,1.698842000,-6.613400e+07,-3.483421e+06,-4.112586e+07
12.000,reset,0.852697000,0.884022289,0.865201072,0.004341000,1.652736000,-5.874200e+07,-6.754103e+05,-6.601651e+07
12.500,reset,0.823326000,0.852359295,0.819688745,0.018053000,1.518823000,-4.037200e+07,5.812201e+06,-6.606975e+07
13.000,decay,0.803140000,0.826232101,0.790291127,1.712490000,0.389685000,-2.456000e+06,3.847568e+07,-2.479341e+06
13.500,decay,0.801912000,0.822377840,0.801900330,1.764979000,0.265842000,-2.076000e+06,4.343862e+07,-2.052206e+06
14.000,decay,0.800874000,0.823631310,0.800885897,1.768482000,0.252966000,-1.914000e+06,4.399688e+07,-1.884348e+06
14.500,decay,0.799917000,0.822872438,0.799931826,1.771529000,0.242664000,-1.730000e+06,4.444397e+07,-1.798110e+06
