time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
0.500,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
1.000,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
1.500,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
2.000,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
2.500,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
3.000,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
3.500,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
4.000,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
4.500,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,0.000000e+00,6.750052e+07,4.480017e+07
5.000,charge,0.000000000,0.033750259,0.022400085,1.800000000,0.000000000,3.998920e+08,6.750052e+07,4.480017e+07
5.500,charge,0.199946000,0.033750259,0.022400085,1.800000000,0.000121000,3.998660e+08,5.529201e+07,2.405211e+08
6.000,charge,0.399879000,0.227592006,0.320206528,1.800003000,0.001874000,3.998200e+08,4.306629e+07,4.199328e+08
6.500,charge,0.599789000,0.421412147,0.609845383,1.799893000,0.016910000,3.995940e+08,3.069582e+07,4.784097e+08
7.000,charge,0.799586000,0.615136910,0.838993843,1.786149000,0.182366000,6.984000e+07,1.671157e+07,2.217098e+08
