iter,phase,loss,timing_loss,count_penalty,order_penalty,energy_penalty,timing_pct,count_pct,order_pct,energy_pct,energy_weight,energy_pj,r_fb,rleak,iin_amp,spike0_ns,spike1_ns,spike2_ns,spike3_ns,holdout_loss,holdout_timing_loss,holdout_energy_pj,grad_r_fb_x,grad_rleak_x,grad_iin_amp_x,update_r_fb_x,update_rleak_x,update_iin_amp_x
0,iter_00_train_base,0.098084973,0.068084973,0.000000000,0.000000000,0.030000000,69.414275128,0.000000000,0.000000000,30.585724872,0.030000000,134.270706795,1000.000000000,8000000.000000000,1.800000000,11.174761117,13.756250012,14.714835520,15.226607554,0.096862808,0.066997981,133.665714985,-0.290865622,0.002021760,-1.212966902,0.002300163,-0.000012130,0.004627354
1,iter_01_train_base,0.096704955,0.066705843,0.000000000,0.000000000,0.029999112,68.978722675,0.000000000,0.000000000,31.021277325,0.030000000,134.266733489,1002.300163435,7999987.870423771,1.800000000,11.168365687,13.754423473,14.713681883,15.226285445,0.096756607,0.066890711,133.670502636,-0.289687895,-0.000821893,-1.191834333,0.002290957,0.000004931,0.004550404
2,iter_02_train_base,0.096722189,0.066722141,0.000000000,0.000000000,0.030000048,68.983282765,0.000000000,0.000000000,31.016717235,0.030000000,134.270921691,1004.591120100,7999992.801620872,1.800000000,11.172139276,13.752483267,14.712498159,15.225533922,0.096303482,0.066438221,133.667658467,-0.286503654,0.000572537,-1.197778956,0.002266060,-0.000003435,0.004572063
3,iter_03_train_base,0.096248030,0.066246305,0.000000000,0.000000000,0.030001725,68.828739003,0.000000000,0.000000000,31.171260997,0.030000000,134.278425181,1006.857179953,7999989.366479262,1.800000000,11.170597144,13.751077549,14.712258170,15.225984214,0.095142447,0.065276586,133.670339918,-0.284616995,0.000778015,-1.175892584,0.002251306,-0.000004668,0.004492273
4,final,0.095554146,0.065552439,0.000000000,0.000000000,0.030001706,68.602402417,0.000000000,0.000000000,31.397597583,0.030000000,134.278342742,1009.108485524,7999984.698533311,1.800000000,11.169365072,13.749509404,14.710504549,15.224972455,0.095044281,0.065177741,133.673382932,,,,,,
