iter,phase,split,delay_ns,status,loss,timing_loss,count_penalty,order_penalty,energy_penalty,energy_pj,spike0_first_ns,spike1_first_ns,spike2_first_ns,spike3_first_ns,spike0_target_ns,spike1_target_ns,spike2_target_ns,spike3_target_ns,spike0_count,spike1_count,spike2_count,spike3_count,eval_dir
2,iter_02_holdout_base,holdout,6.500000000,OK,2.777536458,0.803505358,0.000000000,0.000000000,1.974031100,132.200846047,11.267251599,13.850233695,14.825123032,15.336796722,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_02_holdout_base/trace_00_6.500ns
2,iter_02_holdout_base,holdout,9.000000000,OK,2.759829561,0.801585346,0.000000000,0.000000000,1.958244215,131.143598519,13.770302692,16.345492812,17.318620879,17.831978528,14.666117674,17.250232623,18.209735950,18.721482158,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_02_holdout_base/trace_01_9.000ns
2,iter_02_holdout_base,holdout,10.500000000,OK,2.753632828,0.807158656,0.000000000,0.000000000,1.946474172,130.355358822,15.273327083,17.848502717,18.818857893,19.332633375,16.173497346,18.754392620,19.713736623,20.225316781,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_02_holdout_base/trace_02_10.500ns
3,iter_03_train_base,train,4.500000000,OK,2.674420129,0.708352369,0.000000000,0.000000000,1.966067760,131.667541262,9.333924690,11.901856856,12.882368274,13.387308150,10.175272356,12.754196621,13.715335559,14.227085507,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_train_base/trace_00_4.500ns
3,iter_03_train_base,train,5.500000000,OK,2.657182056,0.695726151,0.000000000,0.000000000,1.961455905,131.358685355,10.336659844,12.904964697,13.887441935,14.397456815,11.175183603,13.750905764,14.712065349,15.224597944,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_train_base/trace_01_5.500ns
3,iter_03_train_base,train,7.500000000,OK,2.657174884,0.705823595,0.000000000,0.000000000,1.951351289,130.681979338,12.332488658,14.900727491,15.883103441,16.390191093,13.173497346,15.754283102,16.713769873,17.225316750,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_train_base/trace_02_7.500ns
3,iter_03_holdout_base,holdout,6.500000000,OK,2.659721390,0.702989686,0.000000000,0.000000000,1.956731705,131.042305712,11.334771895,13.904442481,14.883047860,15.388958559,12.166304922,14.754174793,15.716145571,16.228252768,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_holdout_base/trace_00_6.500ns
3,iter_03_holdout_base,holdout,9.000000000,OK,2.645841192,0.704892553,0.000000000,0.000000000,1.940948639,129.985313922,13.828627385,16.397506219,17.380160315,17.883125329,14.666117674,17.250232623,18.209735950,18.721482158,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_holdout_base/trace_01_9.000ns
3,iter_03_holdout_base,holdout,10.500000000,OK,2.635146238,0.705933093,0.000000000,0.000000000,1.929213145,129.199388010,15.332488658,17.900637007,18.883014692,19.390188537,16.173497346,18.754392620,19.713736623,20.225316781,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_03_holdout_base/trace_02_10.500ns
4,iter_04_train_base,train,4.500000000,OK,2.551130007,0.602636665,0.000000000,0.000000000,1.948493342,130.490582656,9.396048272,11.961595385,12.952919412,13.456461483,10.175272356,12.754196621,13.715335559,14.227085507,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_155533/iter_04_train_base/trace_00_4.500ns
