time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
0.500,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
1.000,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
1.500,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
2.000,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
2.500,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
3.000,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
3.500,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
4.000,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
4.500,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,0.000000e+00,7.161183e+07,6.208841e+07
5.000,charge,0.000000000,0.035805914,0.031044207,1.800000000,0.000000000,5.998300e+08,7.161183e+07,6.208841e+07
5.500,charge,0.299915000,0.035805914,0.031044207,1.800002000,0.000595000,5.997660e+08,6.244522e+07,4.243325e+08
6.000,charge,0.599798000,0.331137611,0.512081262,1.799930000,0.015593000,5.875340e+08,5.320137e+07,6.954753e+08
6.500,reset,0.893565000,0.626398684,0.947535641,0.002004000,1.707671000,5.225660e+08,-4.214725e+06,-1.681797e+07
7.000,reset,1.154848000,0.891457638,0.885156017,0.000028000,1.792378000,8.103200e+07,-1.269173e+07,2.948026e+06
7.500,reset,1.195364000,1.148502134,1.156322013,0.000003000,1.794995000,-8.498200e+07,-1.394411e+07,1.155986e+06
8.000,reset,1.152873000,1.188391945,1.195941993,0.000008000,1.792591000,-8.277800e+07,-1.263296e+07,3.171427e+06
8.500,reset,1.111484000,1.146556520,1.154458714,0.000021000,1.788948000,-8.198600e+07,-1.134872e+07,4.486884e+06
9.000,reset,1.070491000,1.105809642,1.113727442,0.000038000,1.784824000,-7.642200e+07,-1.007393e+07,5.534580e+06
9.500,reset,1.032280000,1.065454037,1.073258290,0.000163000,1.774566000,-7.629000e+07,-8.849141e+06,3.439917e+06
10.000,reset,0.994135000,1.027855429,1.033999959,0.000290000,1.764166000,-7.629200e+07,-7.625575e+06,1.271512e+06
10.500,reset,0.955989000,0.990322213,0.994770756,0.000418000,1.753765000,-7.321000e+07,-6.401950e+06,-8.955738e+05
11.000,reset,0.919384000,0.952788025,0.955541213,0.000765000,1.736433000,-6.764400e+07,-5.183741e+06,-6.321548e+06
