time_ns,mem,spike,out
0.000,0.000000,0.000000,1.800000
0.500,0.000000,0.000000,1.800000
1.000,0.000000,0.000000,1.800000
1.500,0.000000,0.000000,1.800000
2.000,0.000000,0.000000,1.800000
2.500,0.000000,0.000000,1.800000
3.000,0.000000,0.000000,1.800000
3.500,0.000000,0.000000,1.800000
4.000,0.000000,0.000000,1.800000
4.500,0.000000,0.000000,1.800000
5.000,0.000000,0.000000,1.800000
5.500,0.199947,0.000121,1.800000
6.000,0.399882,0.001874,1.800003
6.500,0.599797,0.016910,1.799893
7.000,0.799600,0.182423,1.786140
7.500,0.834522,1.595281,0.008727
8.000,0.807998,1.276188,0.072933
8.500,0.802362,0.271979,1.763212
9.000,0.801281,0.257807,1.767258
9.500,0.800296,0.246666,1.770344
10.000,0.799416,0.238009,1.772499
10.500,0.798549,0.229657,1.774540
11.000,0.797752,0.222780,1.776167
11.500,0.797008,0.216988,1.777489
12.000,0.796264,0.211196,1.778811
12.500,0.795592,0.206524,1.779794
13.000,0.794958,0.202437,1.780599
13.500,0.794323,0.198350,1.781404
14.000,0.793688,0.194263,1.782209
14.500,0.793074,0.190436,1.782958
15.000,0.792538,0.187583,1.783498
15.500,0.792001,0.184731,1.784038
16.000,0.791464,0.181878,1.784577
16.500,0.790927,0.179026,1.785117
17.000,0.790390,0.176173,1.785656
17.500,0.789915,0.173974,1.786023
18.000,0.789461,0.171988,1.786332
18.500,0.789007,0.170002,1.786642
19.000,0.788553,0.168016,1.786951
19.500,0.788099,0.166031,1.787260
20.000,0.787645,0.164045,1.787570
20.500,0.787191,0.162059,1.787879
21.000,0.786737,0.160074,1.788189
21.500,0.786332,0.158501,1.788435
22.000,0.785943,0.157064,1.788661
22.500,0.785555,0.155627,1.788887
23.000,0.785166,0.154190,1.789113
23.500,0.784778,0.152753,1.789339
24.000,0.784389,0.151316,1.789565
24.500,0.784000,0.149879,1.789791
25.000,0.783612,0.148442,1.790017
25.500,0.943082,1.747933,0.000607
26.000,1.104217,1.787814,0.000056
26.500,1.261424,1.796828,0.000004
27.000,1.416093,1.799346,-0.000009
27.500,1.409689,1.799441,-0.000000
28.000,1.363736,1.799020,-0.000000
28.500,1.318320,1.798414,-0.000000
29.000,1.274054,1.797301,0.000001
29.500,1.229788,1.796188,0.000001
30.000,1.187707,1.792985,0.000017
30.500,1.146735,1.788722,0.000039
31.000,1.105763,1.784459,0.000061
31.500,1.064790,1.780196,0.000084
32.000,1.023818,1.775932,0.000106
32.500,0.985147,1.766753,0.000203
33.000,0.948705,1.748972,0.000575
33.500,0.913098,1.727236,0.001089
34.000,0.878409,1.697487,0.002046
34.500,0.846916,1.624181,0.006908
35.000,0.817649,1.475008,0.024353
35.500,0.802838,0.286149,1.758562
36.000,0.801704,0.263098,1.765917
36.500,0.800691,0.251074,1.769066
37.000,0.799747,0.240879,1.771918
37.500,0.798892,0.232870,1.773756
38.000,0.798060,0.225300,1.775498
38.500,0.797325,0.219649,1.776819
39.000,0.796591,0.213998,1.778141
39.500,0.795857,0.208347,1.779462
40.000,0.795186,0.203661,1.780457
40.500,0.794568,0.199782,1.781178
41.000,0.793950,0.195902,1.781900
41.500,0.793331,0.192023,1.782621
42.000,0.792732,0.188401,1.783309
42.500,0.792188,0.185532,1.783895
43.000,0.791644,0.182663,1.784482
43.500,0.791105,0.179842,1.785040
44.000,0.790607,0.177355,1.785410
44.500,0.790108,0.174868,1.785780
45.000,0.789609,0.172381,1.786149
45.500,0.947956,1.750707,0.000537
46.000,1.108951,1.788371,0.000055
46.500,1.266051,1.796951,0.000005
47.000,1.420655,1.799376,-0.000009
47.500,1.414204,1.799470,-0.000000
48.000,1.368191,1.799067,-0.000000
48.500,1.322688,1.798496,-0.000000
49.000,1.278386,1.797402,0.000001
49.500,1.234085,1.796308,0.000001
50.000,1.191781,1.793308,0.000015
50.500,1.150813,1.789035,0.000038
51.000,1.109844,1.784762,0.000060
51.500,1.068875,1.780489,0.000083
52.000,1.027907,1.776217,0.000106
52.500,0.988870,1.767791,0.000191
53.000,0.952172,1.751202,0.000522
53.500,0.916618,1.729123,0.001051
54.000,0.881684,1.701518,0.001896
54.500,0.849957,1.632022,0.006387
55.000,0.820153,1.509115,0.018498
55.500,0.802963,0.309062,1.750043
56.000,0.801804,0.264403,1.765530
56.500,0.800783,0.252136,1.768823
57.000,0.799843,0.242007,1.771557
57.500,0.798960,0.233391,1.773598
58.000,0.798159,0.226428,1.775246
58.500,0.797400,0.220344,1.776684
59.000,0.796642,0.214260,1.778123
59.500,0.795901,0.208466,1.779466
60.000,0.795263,0.204310,1.780265
60.500,0.794625,0.200154,1.781064
61.000,0.793987,0.195999,1.781863
61.500,0.793362,0.192015,1.782633
62.000,0.792804,0.188973,1.783243
62.500,0.792247,0.185930,1.783853
63.000,0.791689,0.182888,1.784463
63.500,0.791163,0.180149,1.784948
64.000,0.790659,0.177633,1.785341
64.500,0.790156,0.175118,1.785735
65.000,0.789653,0.172602,1.786128
65.500,0.947991,1.750727,0.000538
66.000,1.108986,1.788374,0.000054
66.500,1.266084,1.796951,0.000005
67.000,1.420688,1.799376,-0.000008
67.500,1.414236,1.799470,-0.000000
68.000,1.368224,1.799067,-0.000000
68.500,1.322719,1.798496,-0.000000
69.000,1.278418,1.797402,0.000001
69.500,1.234116,1.796308,0.000001
70.000,1.191810,1.793311,0.000015
70.500,1.150842,1.789037,0.000038
71.000,1.109874,1.784763,0.000060
71.500,1.068906,1.780489,0.000083
72.000,1.027938,1.776215,0.000106
72.500,0.988897,1.767798,0.000191
73.000,0.952196,1.751222,0.000521
73.500,0.916644,1.729133,0.001051
74.000,0.881707,1.701548,0.001895
74.500,0.849979,1.632078,0.006384
75.000,0.820173,1.509275,0.018477
75.500,0.802964,0.309349,1.749931
76.000,0.801805,0.264413,1.765527
76.500,0.800784,0.252144,1.768821
77.000,0.799843,0.242015,1.771555
77.500,0.798961,0.233394,1.773597
78.000,0.798159,0.226436,1.775244
78.500,0.797401,0.220347,1.776684
79.000,0.796642,0.214259,1.778124
79.500,0.795902,0.208475,1.779464
80.000,0.795264,0.204316,1.780263
80.500,0.794626,0.200157,1.781063
81.000,0.793988,0.195998,1.781863
81.500,0.793363,0.192022,1.782632
82.000,0.792805,0.188977,1.783242
82.500,0.792247,0.185933,1.783853
83.000,0.791689,0.182889,1.784463
83.500,0.791163,0.180152,1.784947
84.000,0.790660,0.177636,1.785341
84.500,0.790156,0.175120,1.785734
85.000,0.789653,0.172604,1.786127
85.500,0.947992,1.750728,0.000538
86.000,1.108986,1.788374,0.000054
86.500,1.266085,1.796951,0.000005
87.000,1.420688,1.799376,-0.000008
87.500,1.414237,1.799470,-0.000000
88.000,1.368224,1.799067,-0.000000
88.500,1.322720,1.798496,-0.000000
89.000,1.278418,1.797402,0.000001
89.500,1.234116,1.796308,0.000001
90.000,1.191810,1.793311,0.000015
90.500,1.150842,1.789037,0.000038
91.000,1.109874,1.784763,0.000060
91.500,1.068906,1.780489,0.000083
92.000,1.027938,1.776215,0.000106
92.500,0.988898,1.767798,0.000191
93.000,0.952197,1.751222,0.000521
93.500,0.916644,1.729134,0.001051
94.000,0.881708,1.701549,0.001895
94.500,0.849979,1.632079,0.006384
95.000,0.820173,1.509276,0.018477
95.500,0.802964,0.309352,1.749930
96.000,0.801805,0.264413,1.765527
96.500,0.800784,0.252144,1.768821
97.000,0.799843,0.242015,1.771555
97.500,0.798961,0.233394,1.773597
98.000,0.798159,0.226436,1.775244
98.500,0.797401,0.220347,1.776684
99.000,0.796642,0.214259,1.778124
99.500,0.795902,0.208475,1.779464
100.000,0.795264,0.204316,1.780263
100.500,0.794626,0.200157,1.781063
101.000,0.793988,0.195998,1.781863
101.500,0.793363,0.192022,1.782632
102.000,0.792805,0.188977,1.783242
102.500,0.792247,0.185933,1.783853
103.000,0.791689,0.182889,1.784463
103.500,0.791163,0.180152,1.784947
104.000,0.790660,0.177636,1.785341
104.500,0.790156,0.175120,1.785734
105.000,0.789653,0.172604,1.786127
105.500,0.947992,1.750728,0.000538
106.000,1.108986,1.788374,0.000054
106.500,1.266085,1.796951,0.000005
