time_ns,phase,mem_meas_v,mem_model_global_step_v,mem_model_piecewise_step_v,out_v,spike_v,dmem_dt_meas_v_per_s,dmem_dt_global_v_per_s,dmem_dt_piecewise_v_per_s
0.000,charge,0.000000000,0.000000000,0.000000000,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
0.500,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
1.000,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
1.500,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
2.000,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
2.500,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
3.000,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
3.500,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
4.000,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
4.500,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,0.000000e+00,6.746364e+07,4.479233e+07
5.000,charge,0.000000000,0.033731820,0.022396163,1.800000000,0.000000000,3.998940e+08,6.746364e+07,4.479233e+07
5.500,charge,0.199947000,0.033731820,0.022396163,1.800000000,0.000121000,3.998700e+08,5.529925e+07,2.406878e+08
6.000,charge,0.399882000,0.227596626,0.320290899,1.800003000,0.001874000,3.998300e+08,4.311655e+07,4.201418e+08
6.500,charge,0.599797000,0.421440275,0.609952902,1.799893000,0.016910000,3.996060e+08,3.078051e+07,4.776921e+08
7.000,charge,0.799600000,0.615187256,0.838643054,1.786140000,0.182423000,6.984400e+07,1.674118e+07,2.194152e+08
7.500,reset,0.834522000,0.807970592,0.909307611,0.008727000,1.595281000,-5.304800e+07,3.996053e+06,-5.530296e+07
8.000,reset,0.807998000,0.836520027,0.806870518,0.072933000,1.276188000,-1.127200e+07,9.119624e+06,5.004192e+07
8.500,decay,0.802362000,0.812557812,0.833018958,1.763212000,0.271979000,-2.162000e+06,1.560421e+07,-2.062534e+06
9.000,decay,0.801281000,0.810164105,0.801330733,1.767258000,0.257807000,-1.970000e+06,1.582193e+07,-1.921787e+06
9.500,decay,0.800296000,0.809191963,0.800320107,1.770344000,0.246666000,-1.760000e+06,1.600162e+07,-1.814193e+06
10.000,decay,0.799416000,0.808296808,0.799388903,1.772499000,0.238009000,-1.734000e+06,1.614901e+07,-1.710396e+06
10.500,decay,0.798549000,0.807490507,0.798560802,1.774540000,0.229657000,-1.594000e+06,1.629244e+07,-1.607095e+06
11.000,decay,0.797752000,0.806695220,0.797745453,1.776167000,0.222780000,-1.488000e+06,1.641577e+07,-1.524565e+06
11.500,decay,0.797008000,0.805959885,0.796989718,1.777489000,0.216988000,-1.488000e+06,1.652423e+07,-1.457067e+06
12.000,decay,0.796264000,0.805270113,0.796279467,1.778811000,0.211196000,-1.344000e+06,1.663268e+07,-1.389569e+06
12.500,decay,0.795592000,0.804580340,0.795569215,1.779794000,0.206524000,-1.268000e+06,1.672481e+07,-1.332119e+06
13.000,decay,0.794958000,0.803954405,0.794925940,1.780599000,0.202437000,-1.270000e+06,1.680839e+07,-1.279739e+06
13.500,decay,0.794323000,0.803362196,0.794318130,1.781404000,0.198350000,-1.270000e+06,1.689204e+07,-1.227480e+06
14.000,decay,0.793688000,0.802769018,0.793709260,1.782209000,0.194263000,-1.228000e+06,1.697568e+07,-1.175221e+06
14.500,decay,0.793074000,0.802175839,0.793100389,1.782958000,0.190436000,-1.072000e+06,1.705520e+07,-1.127956e+06
