iter,phase,split,delay_ns,status,loss,timing_loss,count_penalty,order_penalty,energy_penalty,energy_pj,spike0_first_ns,spike1_first_ns,spike2_first_ns,spike3_first_ns,spike0_target_ns,spike1_target_ns,spike2_target_ns,spike3_target_ns,spike0_count,spike1_count,spike2_count,spike3_count,eval_dir
2,iter_02_holdout_base,holdout,6.500000000,OK,0.166996080,0.066952583,0.000000000,0.000000000,0.100043496,134.329109846,11.173497015,13.751235998,14.714063602,15.227401597,10.888000000,13.396000000,14.485000000,15.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_02_holdout_base/trace_00_6.500ns
2,iter_02_holdout_base,holdout,9.500000000,OK,0.163999345,0.064939593,0.000000000,0.000000000,0.099059752,133.008228849,14.163378398,16.751879029,17.709433685,18.223094818,13.888000000,16.396000000,17.485000000,18.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_02_holdout_base/trace_01_9.500ns
3,iter_03_train_base,train,5.000000000,OK,0.165550199,0.065143863,0.000000000,0.000000000,0.100406335,134.816296225,9.661913897,12.252221877,13.211658584,13.725314072,9.388000000,11.896000000,12.985000000,13.640000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_03_train_base/trace_00_5.000ns
3,iter_03_train_base,train,8.000000000,OK,0.165705507,0.066099489,0.000000000,0.000000000,0.099606018,133.741704431,12.670041100,15.250145982,16.212860320,16.726666437,12.388000000,14.896000000,15.985000000,16.640000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_03_train_base/trace_01_8.000ns
3,iter_03_holdout_base,holdout,6.500000000,OK,0.166411843,0.066361393,0.000000000,0.000000000,0.100050450,134.338445937,11.172329113,13.749632276,14.712991595,15.226986052,10.888000000,13.396000000,14.485000000,15.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_03_holdout_base/trace_00_6.500ns
3,iter_03_holdout_base,holdout,9.500000000,OK,0.164655372,0.065595110,0.000000000,0.000000000,0.099060262,133.008914247,14.171102377,16.750221977,17.708503793,18.222500471,13.888000000,16.396000000,17.485000000,18.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/iter_03_holdout_base/trace_01_9.500ns
4,final,train,5.000000000,OK,0.166356058,0.065949764,0.000000000,0.000000000,0.100406294,134.816240885,9.670914969,12.250525022,13.210533909,13.724880145,9.388000000,11.896000000,12.985000000,13.640000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/final_train/trace_00_5.000ns
4,final,train,8.000000000,OK,0.164839976,0.065235271,0.000000000,0.000000000,0.099604705,133.739941714,12.668586075,15.248348787,16.210448432,16.725063943,12.388000000,14.896000000,15.985000000,16.640000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/final_train/trace_01_8.000ns
4,final,holdout,6.500000000,OK,0.164630783,0.064578573,0.000000000,0.000000000,0.100052210,134.340809244,11.162763460,13.747875733,14.711895079,15.226726148,10.888000000,13.396000000,14.485000000,15.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/final_holdout/trace_00_6.500ns
4,final,holdout,9.500000000,OK,0.163785031,0.064723943,0.000000000,0.000000000,0.099061088,133.010023291,14.167944005,16.748554571,17.707353477,18.222409543,13.888000000,16.396000000,17.485000000,18.140000000,15,15,15,15,/home/v71349/analog-gradients/competition/sweeps/temporal_gradient_learning/20260204_164116/final_holdout/trace_01_9.500ns
