time_ns,mem,spike,out
0.000,0.000000,0.000000,1.800000
0.500,0.000000,0.000000,1.800000
1.000,0.000000,0.000000,1.800000
1.500,0.000000,0.000000,1.800000
2.000,0.000000,0.000000,1.800000
2.500,0.000000,0.000000,1.800000
3.000,0.000000,0.000000,1.800000
3.500,0.000000,0.000000,1.800000
4.000,0.000000,0.000000,1.800000
4.500,0.000000,0.000000,1.800000
5.000,0.000000,0.000000,1.800000
5.500,0.299918,0.000595,1.800002
6.000,0.599806,0.015594,1.799930
6.500,0.893580,1.707689,0.002003
7.000,1.154875,1.792379,0.000028
7.500,1.195406,1.794997,0.000003
8.000,1.152929,1.792594,0.000008
8.500,1.111552,1.788955,0.000021
9.000,1.070571,1.784835,0.000038
9.500,1.032370,1.774591,0.000162
10.000,0.994233,1.764204,0.000290
10.500,0.956097,1.753817,0.000417
11.000,0.919500,1.736512,0.000763
11.500,0.885683,1.698736,0.002245
12.000,0.852615,1.652536,0.004354
12.500,0.823245,1.518287,0.018120
13.000,0.803131,0.385460,1.714787
13.500,0.801900,0.265697,1.765023
14.000,0.800857,0.252795,1.768527
14.500,0.799896,0.242470,1.771583
15.000,0.799023,0.234009,1.773462
15.500,0.798186,0.226346,1.775224
16.000,0.797418,0.220213,1.776762
16.500,0.796649,0.214079,1.778300
17.000,0.795958,0.209143,1.779330
17.500,0.795298,0.204669,1.780164
18.000,0.794637,0.200195,1.780999
18.500,0.793977,0.195721,1.781833
19.000,0.793385,0.192254,1.782527
19.500,0.792822,0.189201,1.783164
20.000,0.792259,0.186147,1.783800
20.500,0.791696,0.183093,1.784437
21.000,0.791132,0.180039,1.785074
21.500,0.790631,0.177598,1.785484
22.000,0.790153,0.175400,1.785803
22.500,0.789676,0.173203,1.786123
23.000,0.789199,0.171006,1.786442
23.500,0.788722,0.168808,1.786762
24.000,0.788245,0.166611,1.787081
24.500,0.787767,0.164414,1.787400
25.000,0.787290,0.162217,1.787720
25.500,1.033337,1.777630,0.000173
26.000,1.291081,1.797682,-0.000021
26.500,1.544681,1.799840,-0.000022
27.000,1.796369,1.800044,-0.000009
27.500,1.830181,1.799988,0.000000
28.000,1.781508,1.799989,0.000000
28.500,1.732910,1.799989,0.000000
29.000,1.684348,1.799989,0.000000
29.500,1.636356,1.799956,-0.000000
30.000,1.588388,1.799922,-0.000000
30.500,1.540419,1.799887,-0.000000
31.000,1.493829,1.799546,0.000000
31.500,1.448384,1.798950,0.000000
32.000,1.402938,1.798354,0.000001
32.500,1.357493,1.797758,0.000001
33.000,1.312047,1.797162,0.000001
33.500,1.266601,1.796566,0.000002
34.000,1.221156,1.795970,0.000002
34.500,1.178233,1.793923,0.000005
35.000,1.136278,1.790797,0.000017
35.500,1.095841,1.785781,0.000045
36.000,1.055403,1.780765,0.000073
36.500,1.015322,1.774968,0.000113
37.000,0.977278,1.764418,0.000234
37.500,0.941318,1.744755,0.000658
38.000,0.905358,1.725092,0.001081
38.500,0.871733,1.683976,0.002860
39.000,0.840066,1.616080,0.006933
39.500,0.812311,1.402512,0.037559
40.000,0.802565,0.275099,1.762245
40.500,0.801459,0.260144,1.766790
41.000,0.800459,0.248478,1.769805
41.500,0.799535,0.238965,1.772378
42.000,0.798660,0.230394,1.774208
42.500,0.797871,0.223854,1.775855
43.000,0.797095,0.217606,1.777476
43.500,0.796357,0.211941,1.778804
44.000,0.795682,0.207231,1.779651
44.500,0.795007,0.202522,1.780498
45.000,0.794333,0.197812,1.781345
45.500,1.039304,1.778620,0.000138
46.000,1.296902,1.797708,0.000003
46.500,1.550411,1.799857,0.000000
47.000,1.802130,1.800057,-0.000001
47.500,1.833276,1.799988,0.000000
48.000,1.784602,1.799989,0.000000
48.500,1.735999,1.799989,0.000000
49.000,1.687433,1.799989,0.000000
49.500,1.639415,1.799958,-0.000000
50.000,1.591439,1.799924,-0.000000
50.500,1.543463,1.799891,-0.000000
51.000,1.496698,1.799599,0.000000
51.500,1.451110,1.799055,0.000000
52.000,1.405522,1.798512,0.000000
52.500,1.359934,1.797968,0.000001
53.000,1.314346,1.797425,0.000001
53.500,1.268759,1.796882,0.000001
54.000,1.223717,1.796045,0.000002
54.500,1.180699,1.794120,0.000004
55.000,1.139055,1.790623,0.000019
55.500,1.098308,1.786102,0.000042
56.000,1.057561,1.781580,0.000064
56.500,1.017691,1.775292,0.000111
57.000,0.979773,1.763933,0.000265
57.500,0.943480,1.746104,0.000616
58.000,0.907208,1.728128,0.000974
58.500,0.873786,1.685476,0.002833
59.000,0.841800,1.623378,0.006326
59.500,0.813765,1.428452,0.032224
60.000,0.802637,0.276584,1.761803
60.500,0.801523,0.260869,1.766480
61.000,0.800513,0.248991,1.769799
61.500,0.799589,0.239462,1.772121
62.000,0.798724,0.231252,1.774063
62.500,0.797916,0.224255,1.775888
63.000,0.797122,0.217508,1.777585
63.500,0.796403,0.212221,1.778531
64.000,0.795689,0.206999,1.779489
64.500,0.795033,0.202600,1.780598
65.000,0.794376,0.198200,1.781707
65.500,1.039340,1.778613,0.000138
66.000,1.296936,1.797703,0.000003
66.500,1.550446,1.799858,0.000000
67.000,1.802165,1.800057,-0.000001
67.500,1.833342,1.799988,0.000000
68.000,1.784667,1.799989,0.000000
68.500,1.736064,1.799989,0.000000
69.000,1.687498,1.799989,0.000000
69.500,1.639480,1.799958,-0.000000
70.000,1.591503,1.799924,-0.000000
70.500,1.543526,1.799891,-0.000000
71.000,1.496764,1.799598,0.000000
71.500,1.451175,1.799055,0.000000
72.000,1.405586,1.798512,0.000000
72.500,1.359997,1.797969,0.000001
73.000,1.314408,1.797426,0.000001
73.500,1.268818,1.796883,0.000001
74.000,1.223776,1.796047,0.000002
74.500,1.180757,1.794123,0.000004
75.000,1.139113,1.790628,0.000019
75.500,1.098363,1.786109,0.000042
76.000,1.057614,1.781590,0.000064
76.500,1.017744,1.775304,0.000111
77.000,0.979824,1.763949,0.000265
77.500,0.943529,1.746131,0.000615
78.000,0.907255,1.728165,0.000972
78.500,0.873830,1.685546,0.002829
79.000,0.841841,1.623517,0.006315
79.500,0.813799,1.428990,0.032119
80.000,0.802639,0.276621,1.761794
80.500,0.801525,0.260887,1.766474
81.000,0.800514,0.249004,1.769797
81.500,0.799591,0.239474,1.772118
82.000,0.798725,0.231265,1.774060
82.500,0.797917,0.224265,1.775886
83.000,0.797123,0.217517,1.777583
83.500,0.796404,0.212229,1.778529
84.000,0.795690,0.207006,1.779488
84.500,0.795033,0.202606,1.780596
85.000,0.794377,0.198205,1.781705
85.500,1.039341,1.778613,0.000138
86.000,1.296937,1.797703,0.000003
86.500,1.550447,1.799858,0.000000
87.000,1.802166,1.800057,-0.000001
87.500,1.833343,1.799988,0.000000
88.000,1.784668,1.799989,0.000000
88.500,1.736065,1.799989,0.000000
89.000,1.687499,1.799989,0.000000
89.500,1.639481,1.799958,-0.000000
90.000,1.591504,1.799924,-0.000000
90.500,1.543527,1.799891,-0.000000
91.000,1.496765,1.799598,0.000000
91.500,1.451176,1.799055,0.000000
92.000,1.405587,1.798512,0.000000
92.500,1.359998,1.797969,0.000001
93.000,1.314409,1.797426,0.000001
93.500,1.268820,1.796884,0.000001
94.000,1.223778,1.796047,0.000002
94.500,1.180758,1.794123,0.000004
95.000,1.139114,1.790628,0.000019
95.500,1.098365,1.786109,0.000042
96.000,1.057615,1.781590,0.000064
96.500,1.017745,1.775304,0.000111
97.000,0.979825,1.763949,0.000265
97.500,0.943530,1.746132,0.000615
98.000,0.907256,1.728166,0.000972
98.500,0.873831,1.685548,0.002829
99.000,0.841842,1.623520,0.006315
99.500,0.813800,1.429000,0.032117
100.000,0.802639,0.276622,1.761794
100.500,0.801525,0.260888,1.766474
101.000,0.800514,0.249004,1.769797
101.500,0.799591,0.239475,1.772118
102.000,0.798725,0.231265,1.774060
102.500,0.797917,0.224265,1.775886
103.000,0.797123,0.217518,1.777582
103.500,0.796404,0.212229,1.778529
104.000,0.795690,0.207006,1.779488
104.500,0.795033,0.202606,1.780596
105.000,0.794377,0.198206,1.781705
105.500,1.039341,1.778613,0.000138
106.000,1.296937,1.797703,0.000003
106.500,1.550447,1.799858,0.000000
